paper_id,title,authors,year,journal,doi_url,abstract
PMC4095884,Absence of γ-sarcoglycan alters the response of p70S6 kinase to mechanical perturbation in murine skeletal muscle,"Moorwood, Catherine; Philippou, Anastassios; Spinazzola, Janelle; Keyser, Benjamin; Macarak, Edward J; Barton, Elisabeth R",2014,Skeletal Muscle,https://doi.org/10.1186/2044-5040-4-13,Background
PMC3040128,5AtRabD2b and AtRabD2c have overlapping functions in pollen development and pollen tube growth,"Peng, Jianling; Ilarslan, Hilal; Wurtele, Eve Syrkin; Bassham, Diane C",2011,BMC Plant Biology,https://doi.org/10.1186/1471-2229-11-25,Background
PMC11500582,Identification of a novel Golgi-localized putative glycosyltransferase protein in Arabidopsis thaliana,"Rzepecka, Natalia; Ito, Yoko; Yura, Kei; Ito, Emi; Uemura, Tomohiro",2024,Plant Biotechnology,https://doi.org/10.5511/plantbiotechnology.23.1214a,"SNAREs play an important role in the process of membrane trafficking. In the present research, we investigated subcellular localization of an uncharacterized Arabidopsis thaliana protein reported to interact with a trans-Golgi network-localized Qa-SNARE, SYNTAXIN OF PLANTS 43. Based on the similarity of its amino acid sequence to metazoan fucosyltransferases, we have named this novel protein AtGTLP (Arabidopsis thaliana GlycosylTransferase-Like Protein) and predicted that it should be a member of yet uncharacterized family of Arabidopsis fucosyltransferases, as it shows no significant sequence similarity to fucosyltransferases previously identified in Arabidopsis. AtGTLP is a membrane-anchored protein, which exhibits a type II-like topology, with a single transmembrane helix and a globular domain in the C-terminal part of its amino acid sequence. Colocalization data we collected suggest that AtGTLP should localize mainly to Golgi apparatus, especially to certain zones of trans-Golgi. As single atgtlp−/− mutants showed no obvious difference in phenotype (primary root length and fresh mass), AtGTLP and proteins related to AtGTLP with high similarity in amino acid sequences may have redundant functions."
PMC5387210,"TNO1, a TGN-localized SNARE-interacting protein, modulates root skewing in Arabidopsis thaliana","Roy, Rahul; Bassham, Diane C.; Bassham, Diane C.",2017,BMC Plant Biology,https://doi.org/10.1186/s12870-017-1024-4,Background
PMC4642138,Gravitropism and Lateral Root Emergence are Dependent on the Trans-Golgi Network Protein TNO1,"Roy, Rahul; Bassham, Diane C.",2015,Frontiers in Plant Science,https://doi.org/10.3389/fpls.2015.00969,"The trans-Golgi network (TGN) is a dynamic organelle that functions as a relay station for receiving endocytosed cargo, directing secretory cargo, and trafficking to the vacuole. TGN-localized SYP41-interacting protein (TNO1) is a large, TGN-localized, coiled-coil protein that associates with the membrane fusion protein SYP41, a target SNARE, and is required for efficient protein trafficking to the vacuole. Here, we show that a tno1 mutant has auxin transport-related defects. Mutant roots have delayed lateral root emergence, decreased gravitropic bending of plant organs and increased sensitivity to the auxin analog 2,4-dichlorophenoxyacetic acid and the natural auxin 3-indoleacetic acid. Auxin asymmetry at the tips of elongating stage II lateral roots was reduced in the tno1 mutant, suggesting a role for TNO1 in cellular auxin transport during lateral root emergence. During gravistimulation, tno1 roots exhibited delayed auxin transport from the columella to the basal epidermal cells. Endocytosis to the TGN was unaffected in the mutant, indicating that bulk endocytic defects are not responsible for the observed phenotypes. Together these studies demonstrate a role for TNO1 in mediating auxin responses during root development and gravistimulation, potentially through trafficking of auxin transport proteins."
PMC5387210,"TNO1, a TGN-localized SNARE-interacting protein, modulates root skewing in Arabidopsis thaliana","Roy, Rahul; Bassham, Diane C.; Bassham, Diane C.",2017,BMC Plant Biology,https://doi.org/10.1186/s12870-017-1024-4,Background
PMC3901686,Toll Mediated Infection Response Is Altered by Gravity and Spaceflight in Drosophila ,"Taylor, Katherine; Kleinhesselink, Kurt; Hoshizaki, Deborah K.; von Kalm, Laurence; Fuller, Charles A.; Beckingham, Kathleen M.; Kimbrell, Deborah A.; Söderhäll, Kenneth; George, Michael D.; Morgan, Rachel; Smallwood, Tangi; Hammonds, Ann S.; Fuller, Patrick M.; Saelao, Perot; Alley, Jeff; Gibbs, Allen G.",2014,PLoS ONE,https://doi.org/10.1371/journal.pone.0086485,"Space travel presents unlimited opportunities for exploration and discovery, but requires better understanding of the biological consequences of long-term exposure to spaceflight. Immune function in particular is relevant for space travel. Human immune responses are weakened in space, with increased vulnerability to opportunistic infections and immune-related conditions. In addition, microorganisms can become more virulent in space, causing further challenges to health. To understand these issues better and to contribute to design of effective countermeasures, we used the Drosophila model of innate immunity to study immune responses in both hypergravity and spaceflight. Focusing on infections mediated through the conserved Toll and Imd signaling pathways, we found that hypergravity improves resistance to Toll-mediated fungal infections except in a known gravitaxis mutant of the yuri gagarin gene. These results led to the first spaceflight project on Drosophila immunity, in which flies that developed to adulthood in microgravity were assessed for immune responses by transcription profiling on return to Earth. Spaceflight alone altered transcription, producing activation of the heat shock stress system. Space flies subsequently infected by fungus failed to activate the Toll pathway. In contrast, bacterial infection produced normal activation of the Imd pathway. We speculate on possible linkage between functional Toll signaling and the heat shock chaperone system. Our major findings are that hypergravity and spaceflight have opposing effects, and that spaceflight produces stress-related transcriptional responses and results in a specific inability to mount a Toll-mediated infection response."
PMC6985101,Author Correction: Multi-omics analysis of multiple missions to space reveal a theme of lipid dysregulation in mouse liver,"Beheshti, Afshin; Chakravarty, Kaushik; Galazka, Jonathan M.; Costes, Sylvain V.; Fogle, Homer; Fazelinia, Hossein; Silveira, Willian A. da; Boyko, Valery; Polo, San-Huei Lai; Saravia-Butler, Amanda M.; Hardiman, Gary; Taylor, Deanne",2020,Scientific Reports,https://doi.org/10.1038/s41598-020-58490-w,
PMC6387434,GeneLab Database Analyses Suggest Long-Term Impact of Space Radiation on the Cardiovascular System by the Activation of FYN Through Reactive Oxygen Species,"Beheshti, Afshin; McDonald, J. Tyson; Miller, Jack; Grabham, Peter; Costes, Sylvain V.",2019,International Journal of Molecular Sciences,https://doi.org/10.3390/ijms20030661,"Space radiation has recently been considered a risk factor for astronauts’ cardiac health. As an example, for the case of how to query and identify datasets within NASA’s GeneLab database and demonstrate the database utility, we used an unbiased systems biology method for identifying key genes/drivers for the contribution of space radiation on the cardiovascular system. This knowledge can contribute to designing appropriate experiments targeting these specific pathways. Microarray data from cardiomyocytes of male C57BL/6 mice followed-up for 28 days after exposure to 900 mGy of 1 GeV proton or 150 mGy of 1 GeV/n 56Fe were compared to human endothelial cells (HUVECs) cultured for 7 days on the International Space Station (ISS). We observed common molecular pathways between simulated space radiation and HUVECs flown on the ISS. The analysis suggests FYN is the central driver/hub for the cardiovascular response to space radiation: the known oxidative stress induced immediately following radiation would only be transient and would upregulate FYN, which in turn would reduce reactive oxygen species (ROS) levels, protecting the cardiovascular system. The transcriptomic signature of exposure to protons was also much closer to the spaceflight signature than 56Fe’s signature. To our knowledge, this is the first time GeneLab datasets were utilized to provide potential biological indications that the majority of ions on the ISS are protons, clearly illustrating the power of omics analysis. More generally, this work also demonstrates how to combine animal radiation studies done on the ground and spaceflight studies to evaluate human risk in space."
PMC7072278,NASA GeneLab Platform Utilized for Biological Response to Space Radiation in Animal Models,"McDonald, J. Tyson; Stainforth, Robert; Meller, Robert; Beheshti, Afshin; Miller, Jack; Cahill, Thomas; da Silveira, Willian A.; Rathi, Komal S.; Hardiman, Gary; Taylor, Deanne; Costes, Sylvain V.; Chauhan, Vinita",2020,Cancers,https://doi.org/10.3390/cancers12020381,"Background: Ionizing radiation from galactic cosmic rays (GCR) is one of the major risk factors that will impact the health of astronauts on extended missions outside the protective effects of the Earth’s magnetic field. The NASA GeneLab project has detailed information on radiation exposure using animal models with curated dosimetry information for spaceflight experiments. Methods: We analyzed multiple GeneLab omics datasets associated with both ground-based and spaceflight radiation studies that included in vivo and in vitro approaches. A range of ions from protons to iron particles with doses from 0.1 to 1.0 Gy for ground studies, as well as samples flown in low Earth orbit (LEO) with total doses of 1.0 mGy to 30 mGy, were utilized. Results: From this analysis, we were able to identify distinct biological signatures associating specific ions with specific biological responses due to radiation exposure in space. For example, we discovered changes in mitochondrial function, ribosomal assembly, and immune pathways as a function of dose. Conclusions: We provided a summary of how the GeneLab’s rich database of omics experiments with animal models can be used to generate novel hypotheses to better understand human health risks from GCR exposures."
PMC8441986,Circulating miRNA Spaceflight Signature Reveals Targets for Countermeasure Development,"Malkani, Sherina; Chin, Christopher R.; Sexton, Brittany S.; Butler, Daniel; Verma, Akanksha; Bezdan, Daniela; Durmaz, Ceyda; MacKay, Matthew; Melnick, Ari; Meydan, Cem; Li, Sheng; Garrett-Bakelman, Francine; Cekanaviciute, Egle; Fromm, Bastian; Afshinnekoo, Ebrahim; Langhorst, Brad W.; Dimalanta, Eileen T.; Cheng-Campbell, Margareth; Blaber, Elizabeth; Schisler, Jonathan C.; Vanderburg, Charles; Friedländer, Marc R.; McDonald, J. Tyson; Mortreux, Marie; Costes, Sylvain V.; Rutkove, Seward; Grabham, Peter; Mason, Christopher E.; Beheshti, Afshin; Okinula, Hazeem; Tarbier, Marcel; Schreurs, Ann-Sofie; Shirazi-Fard, Yasaman; Tahimic, Candice G.T.; Rodriguez, Deyra N.",2021,Cell reports,https://doi.org/10.1016/j.celrep.2020.108448,SUMMARY
PMC9400218,Machine learning algorithm to characterize antimicrobial resistance associated with the International Space Station surface microbiome,"Madrigal, Pedro; Singh, Nitin K.; Beheshti, Afshin; Beheshti, Afshin; Wood, Jason M.; Gaudioso, Elena; Hernández-del-Olmo, Félix; Mason, Christopher E.; Venkateswaran, Kasthuri; Beheshti, Afshin; Mason, Christopher E.; Venkateswaran, Kasthuri",2022,Microbiome,https://doi.org/10.1186/s40168-022-01332-w,Background
PMC9267413,Extraterrestrial Gynecology: Could Spaceflight Increase the Risk of Developing Cancer in Female Astronauts? An Updated Review,"Drago-Ferrante, Rosa; Di Fiore, Riccardo; Kukulska, Weronika; Borg, Joseph; Suleiman, Sherif; Porterfield, David Marshall; Camera, Andrea; Christenson, Lane K.; Ronca, April Elizabeth; Steller, Jonathan G.; Beheshti, Afshin; Calleja-Agius, Jean; Karouia, Fathi; Lawler, John; Kamal, Khaled; Subbannayya, Yashwanth; Das, Saswati; Aydogan Mathyk, Begum; Arif, Shehbeel; Guevara-Cerdán, Ana Paula; Seylani, Allen; Galsinh, Aman Singh",2022,International Journal of Molecular Sciences,https://doi.org/10.3390/ijms23137465,"Outer space is an extremely hostile environment for human life, with ionizing radiation from galactic cosmic rays and microgravity posing the most significant hazards to the health of astronauts. Spaceflight has also been shown to have an impact on established cancer hallmarks, possibly increasing carcinogenic risk. Terrestrially, women have a higher incidence of radiation-induced cancers, largely driven by lung, thyroid, breast, and ovarian cancers, and therefore, historically, they have been permitted to spend significantly less time in space than men. In the present review, we focus on the effects of microgravity and radiation on the female reproductive system, particularly gynecological cancer. The aim is to provide a summary of the research that has been carried out related to the risk of gynecological cancer, highlighting what further studies are needed to pave the way for safer exploration class missions, as well as postflight screening and management of women astronauts following long-duration spaceflight."
PMC9576569,Muscle atrophy phenotype gene expression during spaceflight is linked to a metabolic crosstalk in both the liver and the muscle in mice,"Vitry, Geraldine; Finch, Rebecca; Mcstay, Gavin; Behesti, Afshin; Déjean, Sébastien; Larose, Tricia; Wotring, Virginia; da Silveira, Willian Abraham",2022,iScience,https://doi.org/10.1016/j.isci.2022.105213,Summary
